split,Acc_light,Acc_dark,Acc_gap,DP_diff,EOpp0,EOpp1,EOdd
cross_fitzpatrick17k,0.5350943396226415,0.4783861671469741,0.05670817247566745,0.06996465662552336,0.08966241083716997,0.07089296274728087,0.08027768679222541
