split,Acc_light,Acc_dark,Acc_gap,DP_diff,EOpp0,EOpp1,EOdd
cross_padufes20,0.8172043010752689,0.7142857142857143,0.10291858678955457,0.10783410138248846,0.056044789418117504,0.06926266057922,0.06265372499866875
