split,accuracy,auroc,macro_precision,macro_recall,macro_f1,micro_f1,weighted_f1,EOM,PQD,DPM
cross_isic2019,0.7484422149939256,0.8682757204215532,0.6985793003576316,0.7013309643122979,0.699904072959832,0.7484422149939256,0.7493694709824704,,,
