split,Acc_light,Acc_dark,Acc_gap,DP_diff,EOpp0,EOpp1,EOdd
cross_fitzpatrick17k,0.6128301886792453,0.5763688760806917,0.036461312598553675,0.06886846827252462,0.08828974997370372,0.0434497730336361,0.06586976150366991
