split,fitzpatrick_type,accuracy
cross_padufes20,FST 1,0.9537037037037037
cross_padufes20,FST 2,0.9036777583187391
cross_padufes20,FST 3,0.9123505976095617
cross_padufes20,FST 4,0.8421052631578947
cross_padufes20,FST 5,0.75
cross_padufes20,FST 6,
