,accuracy,auroc,precision,recall,macro_f1,micro_f1,weighted_f1,EOM,PQD,DPM
fitzpatrick17k,0.5628257093225246,0.7608601228253379,0.5571194226561712,0.5579096201737829,0.5455006021761161,0.5628257093225246,0.5480544317858863,0.5496754643779815,0.8007218844984804,0.40226915216963205
padufes20,0.7957931638913234,0.8485655519025569,0.6189125768747429,0.5864972354253565,0.5512245952062452,0.7957931638913234,0.7822171551864794,0.52994227994228,0.7631578947368421,0.2337810479203566
