split,fitzpatrick_type,accuracy
cross_padufes20,FST 1,0.9351851851851852
cross_padufes20,FST 2,0.8774080560420315
cross_padufes20,FST 3,0.8924302788844621
cross_padufes20,FST 4,0.7631578947368421
cross_padufes20,FST 5,1.0
cross_padufes20,FST 6,
