split,Acc_light,Acc_dark,Acc_gap,DP_diff,EOpp0,EOpp1,EOdd
cross_fitzpatrick17k,0.5713207547169812,0.5331412103746398,0.03817954434234139,0.18540663005455568,0.2382822047547493,0.14021633833618427,0.18924927154546678
