split,accuracy,auroc,macro_precision,macro_recall,macro_f1,micro_f1,weighted_f1,EOM,PQD,DPM
cross_isic2019,0.7442561068563754,0.8135064779956961,0.5395261156997706,0.5144335451425713,0.5224796284919396,0.7442561068563754,0.7392431863197251,,,
