split,class,precision,recall,f1
cross_padufes20,melanoma,0.23308270676691728,0.5961538461538461,0.33513513513513515
cross_padufes20,nevus,0.4745308310991957,0.7254098360655737,0.5737439222042139
cross_padufes20,basal cell carcinoma,0.5974282888229476,0.714792899408284,0.6508620689655172
cross_padufes20,actinic keratosis,0.7164750957854407,0.25616438356164384,0.3773965691220989
cross_padufes20,squamous cell carcinoma,0.2,0.296875,0.2389937106918239
