split,accuracy,auroc,macro_precision,macro_recall,macro_f1,micro_f1,weighted_f1,EOM,PQD,DPM
cross_derm7pt,0.5143843498273878,0.7188098047998898,0.2808230908929584,0.3221366459627329,0.263842359988757,0.5143843498273878,0.5560506328204227,0.46073674752920035,0.4666666666666667,0.2682588169952791
